day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188090368,1285520204188090368,Delhi Sachivalay Marg,3,50,123.17,"LINESTRING(77.25278 28.63254,77.25281 28.63265,77.25288 28.63286,77.2529 28.63308,77.25291 28.63336,77.2529 28.63356,77.2529 28.63364)",46.9,47.5,46.0,5.9,6,0.0101,9.45,9.64,1.06,1.03,42,42,42,44,44,44,46,46,46,46,47,47,47,48,48,48,59,59,59
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573824,1285520204202573824,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25242 28.63166,77.25251 28.63164)",7.6,7.6,7.6,0.0,1,0.0013,4.36,4.36,0.0,0.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573824,1285520204202573824,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25242 28.63166,77.25251 28.63164)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573824,1285520204202573824,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25242 28.63166,77.25251 28.63164)",9.4,9.4,9.4,0.0,1,0.0014,3.53,3.53,0.0,0.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573824,1285520204202573824,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25242 28.63166,77.25251 28.63164)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573824,1285520204202573824,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25242 28.63166,77.25251 28.63164)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573825,1285520204202573825,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25251 28.63164,77.25242 28.63166)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573825,1285520204202573825,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25251 28.63164,77.25242 28.63166)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573825,1285520204202573825,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25251 28.63164,77.25242 28.63166)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573825,1285520204202573825,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25251 28.63164,77.25242 28.63166)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204202573825,1285520204202573825,Delhi Sachivalay Marg,3,70,9.21,"LINESTRING(77.25251 28.63164,77.25242 28.63166)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204244992,1285520204204244992,Delhi Sachivalay Marg,3,50,6.08,"LINESTRING(77.25208 28.63087,77.25209 28.63092)",6.7,35.2,39.2,21.2,11,0.0143,3.25,0.56,7.18,0.0,1,4,4,19,19,28,28,30,30,39,47,47,48,48,50,50,57,57,66
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204244992,1285520204204244992,Delhi Sachivalay Marg,3,50,6.08,"LINESTRING(77.25208 28.63087,77.25209 28.63092)",44.4,44.9,42.9,5.2,9,0.0111,0.49,0.51,0.05,0.6,38,38,41,41,42,42,42,42,43,43,43,45,45,49,49,52,52,53,53
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204244992,1285520204204244992,Delhi Sachivalay Marg,3,50,6.08,"LINESTRING(77.25208 28.63087,77.25209 28.63092)",7.1,31.3,35.4,17.2,12,0.0166,3.06,0.62,5.64,1.9,1,2,2,17,17,24,33,33,35,35,36,38,38,41,41,43,49,49,55
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204244992,1285520204204244992,Delhi Sachivalay Marg,3,50,6.08,"LINESTRING(77.25208 28.63087,77.25209 28.63092)",23.9,35.0,36.6,17.9,9,0.0119,0.92,0.6,0.69,1.25,10,10,12,12,19,19,32,32,37,37,37,47,47,48,48,54,54,56,56
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204244992,1285520204204244992,Delhi Sachivalay Marg,3,50,6.08,"LINESTRING(77.25208 28.63087,77.25209 28.63092)",9.7,34.8,40.5,14.1,9,0.0151,2.26,0.54,5.02,4.19,1,1,24,24,35,35,37,37,41,41,41,42,42,44,44,45,45,45,45
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204277760,1285520204204277760,Delhi Sachivalay Marg,3,50,33.0,"LINESTRING(77.25209 28.63092,77.25213 28.63098,77.25222 28.6312)",21.5,38.7,35.9,18.5,10,0.013,5.53,3.31,7.46,0.0,5,5,19,19,30,30,30,30,36,36,46,46,49,49,50,50,57,57,65
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204277760,1285520204204277760,Delhi Sachivalay Marg,3,50,33.0,"LINESTRING(77.25209 28.63092,77.25213 28.63098,77.25222 28.6312)",43.4,44.2,44.1,6.1,9,0.0111,2.74,2.69,0.38,0.58,35,35,38,38,40,40,42,42,44,44,44,45,45,49,49,52,52,53,53
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204277760,1285520204204277760,Delhi Sachivalay Marg,3,50,33.0,"LINESTRING(77.25209 28.63092,77.25213 28.63098,77.25222 28.6312)",28.4,33.5,32.9,13.2,12,0.0166,4.18,3.61,1.85,0.45,16,17,17,18,18,24,30,30,33,33,35,36,36,38,38,49,50,50,55
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204277760,1285520204204277760,Delhi Sachivalay Marg,3,50,33.0,"LINESTRING(77.25209 28.63092,77.25213 28.63098,77.25222 28.6312)",27.0,36.4,34.6,16.4,9,0.0119,4.4,3.43,3.07,0.95,12,12,13,13,31,31,33,33,35,35,35,47,47,47,47,54,54,56,56
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204277760,1285520204204277760,Delhi Sachivalay Marg,3,50,33.0,"LINESTRING(77.25209 28.63092,77.25213 28.63098,77.25222 28.6312)",9.7,34.8,40.8,14.1,9,0.0151,12.24,2.91,27.24,4.4,1,1,24,24,36,36,37,37,41,41,41,42,42,44,44,44,44,45,45
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204310528,1285520204204310528,Delhi Sachivalay Marg,3,50,38.4,"LINESTRING(77.25222 28.6312,77.25236 28.63152)",27.4,37.2,41.1,17.3,11,0.0143,5.05,3.36,3.46,0.0,11,15,15,19,19,30,30,32,32,41,46,46,50,50,52,52,53,53,62
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204310528,1285520204204310528,Delhi Sachivalay Marg,3,50,38.4,"LINESTRING(77.25222 28.6312,77.25236 28.63152)",42.9,43.5,42.4,5.4,9,0.0111,3.22,3.26,0.4,0.7,35,35,39,39,40,40,41,41,42,42,42,45,45,46,46,49,49,53,53
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204310528,1285520204204310528,Delhi Sachivalay Marg,3,50,38.4,"LINESTRING(77.25222 28.6312,77.25236 28.63152)",17.6,32.6,34.7,16.7,13,0.018,7.87,3.98,10.0,1.8,4,8,8,17,19,19,33,33,33,35,38,38,38,39,39,52,53,53,57
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204310528,1285520204204310528,Delhi Sachivalay Marg,3,50,38.4,"LINESTRING(77.25222 28.6312,77.25236 28.63152)",28.6,36.4,33.9,14.9,10,0.0133,4.84,4.08,3.09,0.38,12,12,16,16,30,30,33,33,34,34,34,34,49,49,51,51,52,52,54
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204310528,1285520204204310528,Delhi Sachivalay Marg,3,50,38.4,"LINESTRING(77.25222 28.6312,77.25236 28.63152)",9.5,34.9,41.6,15.4,9,0.0151,14.48,3.32,31.65,4.54,1,1,16,16,38,38,41,41,42,42,42,43,43,44,44,44,44,45,45
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204343296,1285520204204343296,Delhi Sachivalay Marg,3,50,16.72,"LINESTRING(77.25236 28.63152,77.25242 28.63166)",28.7,38.7,46.8,17.9,11,0.0143,2.09,1.29,1.38,0.0,13,14,14,19,19,30,30,34,34,47,48,48,51,51,52,52,59,59,61
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204343296,1285520204204343296,Delhi Sachivalay Marg,3,50,16.72,"LINESTRING(77.25236 28.63152,77.25242 28.63166)",42.7,43.1,41.3,4.7,8,0.0099,1.41,1.46,0.16,0.93,35,35,40,40,40,41,41,41,41,41,44,44,45,45,45,48,48,50,50
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204343296,1285520204204343296,Delhi Sachivalay Marg,3,50,16.72,"LINESTRING(77.25236 28.63152,77.25242 28.63166)",30.0,36.3,34.7,14.2,13,0.018,2.0,1.73,1.04,1.59,14,17,17,19,33,33,34,34,34,35,38,38,39,41,41,55,56,56,58
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204343296,1285520204204343296,Delhi Sachivalay Marg,3,50,16.72,"LINESTRING(77.25236 28.63152,77.25242 28.63166)",29.4,38.1,37.0,15.4,9,0.0119,2.05,1.63,1.4,0.26,12,12,17,17,35,35,37,37,37,37,37,44,44,53,53,53,53,54,54
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204204343296,1285520204204343296,Delhi Sachivalay Marg,3,50,16.72,"LINESTRING(77.25236 28.63152,77.25242 28.63166)",7.8,34.0,42.9,17.4,9,0.0151,7.77,1.4,16.14,6.07,1,1,6,6,38,38,42,42,43,43,43,44,44,44,44,44,44,45,45
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204211060736,1285520204211060736,Delhi Sachivalay Marg,3,50,229.58,"LINESTRING(77.25301 28.63364,77.25301 28.63356,77.25303 28.63346,77.253 28.63308,77.25297 28.63286,77.25294 28.63266,77.25288 28.63245,77.25251 28.63164)",42.0,42.0,42.0,0.0,1,0.0013,19.68,19.68,0.0,1.3,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204211060736,1285520204211060736,Delhi Sachivalay Marg,3,50,229.58,"LINESTRING(77.25301 28.63364,77.25301 28.63356,77.25303 28.63346,77.253 28.63308,77.25297 28.63286,77.25294 28.63266,77.25288 28.63245,77.25251 28.63164)",46.8,50.6,58.3,14.7,5,0.0062,17.67,14.18,5.74,0.98,32,32,32,32,38,38,38,38,58,58,58,58,59,59,59,59,66,66,66
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204211060736,1285520204211060736,Delhi Sachivalay Marg,3,50,229.58,"LINESTRING(77.25301 28.63364,77.25301 28.63356,77.25303 28.63346,77.253 28.63308,77.25297 28.63286,77.25294 28.63266,77.25288 28.63245,77.25251 28.63164)",40.1,41.8,35.7,10.4,4,0.0055,20.59,23.15,4.4,1.33,34,34,34,34,34,36,36,36,36,36,41,41,41,41,41,57,57,57,57
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204211060736,1285520204211060736,Delhi Sachivalay Marg,3,50,229.58,"LINESTRING(77.25301 28.63364,77.25301 28.63356,77.25303 28.63346,77.253 28.63308,77.25297 28.63286,77.25294 28.63266,77.25288 28.63245,77.25251 28.63164)",38.3,42.9,39.5,16.3,4,0.0053,21.58,20.92,8.63,1.42,25,25,25,25,25,40,40,40,40,40,43,43,43,43,43,64,64,64,64
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204211060736,1285520204211060736,Delhi Sachivalay Marg,3,50,229.58,"LINESTRING(77.25301 28.63364,77.25301 28.63356,77.25303 28.63346,77.253 28.63308,77.25297 28.63286,77.25294 28.63266,77.25288 28.63245,77.25251 28.63164)",43.2,43.2,43.2,0.0,1,0.0017,19.13,19.13,0.0,1.09,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204228395008,1285520204228395008,Delhi Sachivalay Marg,3,50,93.58,"LINESTRING(77.25251 28.63164,77.25232 28.6312,77.25224 28.63093,77.25221 28.63084)",9.8,22.9,5.6,24.5,2,0.0026,34.27,60.16,36.61,4.28,6,6,6,6,6,6,6,6,6,6,40,40,40,40,40,40,40,40,40
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204228395008,1285520204228395008,Delhi Sachivalay Marg,3,50,93.58,"LINESTRING(77.25251 28.63164,77.25232 28.6312,77.25224 28.63093,77.25221 28.63084)",20.2,25.4,13.9,16.3,2,0.0025,16.68,24.24,10.68,2.22,14,14,14,14,14,14,14,14,14,14,37,37,37,37,37,37,37,37,37
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204228395008,1285520204228395008,Delhi Sachivalay Marg,3,50,93.58,"LINESTRING(77.25251 28.63164,77.25232 28.6312,77.25224 28.63093,77.25221 28.63084)",29.0,29.6,25.4,5.9,2,0.0028,11.63,13.26,2.31,1.8,25,25,25,25,25,25,25,25,25,25,34,34,34,34,34,34,34,34,34
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204228395008,1285520204228395008,Delhi Sachivalay Marg,3,50,93.58,"LINESTRING(77.25251 28.63164,77.25232 28.6312,77.25224 28.63093,77.25221 28.63084)",29.9,32.7,23.2,13.4,2,0.0027,11.25,14.52,4.62,0.0,23,23,23,23,23,23,23,23,23,23,42,42,42,42,42,42,42,42,42
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204228395008,1285520204228395008,Delhi Sachivalay Marg,3,50,93.58,"LINESTRING(77.25251 28.63164,77.25232 28.6312,77.25224 28.63093,77.25221 28.63084)",42.3,42.3,42.3,0.0,1,0.0017,7.96,7.96,0.0,1.05,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
